employee_id,leave_type,start_date,end_date,duration_days,status,department,location,worker_type
4,Sick Leave,2023-05-22 11:01:19.578836,2023-05-22 11:01:19.578836,1,Completed,Management,Ceres Pack House,Permanent
4,Sick Leave,2023-08-02 11:01:19.578836,2023-08-02 11:01:19.578836,1,Completed,Management,Ceres Pack House,Permanent
4,Annual Leave,2023-07-14 11:01:19.578836,2023-07-16 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
4,Annual Leave,2023-03-13 11:01:19.578836,2023-03-15 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
4,Annual Leave,2023-03-16 11:01:19.578836,2023-03-18 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
5,Maternity/Paternity,2024-06-28 11:01:19.578836,2024-07-04 11:01:19.578836,7,Completed,Management,Ceres Pack House,Permanent
5,Annual Leave,2023-10-02 11:01:19.578836,2023-10-06 11:01:19.578836,5,Completed,Management,Ceres Pack House,Permanent
5,Annual Leave,2024-07-31 11:01:19.578836,2024-08-03 11:01:19.578836,4,Completed,Management,Ceres Pack House,Permanent
5,Annual Leave,2023-08-19 11:01:19.578836,2023-08-23 11:01:19.578836,5,Completed,Management,Ceres Pack House,Permanent
5,Unpaid Leave,2024-08-27 11:01:19.578836,2024-08-29 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
5,Annual Leave,2023-08-31 11:01:19.578836,2023-09-03 11:01:19.578836,4,Completed,Management,Ceres Pack House,Permanent
5,Annual Leave,2023-10-19 11:01:19.578836,2023-10-20 11:01:19.578836,2,Completed,Management,Ceres Pack House,Permanent
5,Annual Leave,2024-09-13 11:01:19.578836,2024-09-13 11:01:19.578836,1,Completed,Management,Ceres Pack House,Permanent
5,Maternity/Paternity,2023-10-17 11:01:19.578836,2023-10-23 11:01:19.578836,7,Completed,Management,Ceres Pack House,Permanent
5,Annual Leave,2023-12-27 11:01:19.578836,2023-12-27 11:01:19.578836,1,Completed,Management,Ceres Pack House,Permanent
6,Annual Leave,2024-07-03 11:01:19.578836,2024-07-05 11:01:19.578836,3,Completed,Management,Dullstroom,Permanent
6,Sick Leave,2023-07-27 11:01:19.578836,2023-07-27 11:01:19.578836,1,Completed,Management,Dullstroom,Permanent
6,Annual Leave,2024-12-23 11:01:19.578836,2024-12-26 11:01:19.578836,4,Completed,Management,Dullstroom,Permanent
6,Family Responsibility,2024-02-01 11:01:19.578836,2024-02-01 11:01:19.578836,1,Completed,Management,Dullstroom,Permanent
6,Annual Leave,2024-06-22 11:01:19.578836,2024-06-25 11:01:19.578836,4,Completed,Management,Dullstroom,Permanent
6,Annual Leave,2023-09-08 11:01:19.578836,2023-09-12 11:01:19.578836,5,Completed,Management,Dullstroom,Permanent
6,Family Responsibility,2024-05-17 11:01:19.578836,2024-05-18 11:01:19.578836,2,Completed,Management,Dullstroom,Permanent
6,Maternity/Paternity,2023-05-24 11:01:19.578836,2023-08-17 11:01:19.578836,86,Completed,Management,Dullstroom,Permanent
6,Annual Leave,2024-11-12 11:01:19.578836,2024-11-14 11:01:19.578836,3,Completed,Management,Dullstroom,Permanent
6,Annual Leave,2024-02-18 11:01:19.578836,2024-02-19 11:01:19.578836,2,Completed,Management,Dullstroom,Permanent
7,Sick Leave,2024-06-25 11:01:19.578836,2024-06-26 11:01:19.578836,2,Completed,Management,Ceres Pack House,Permanent
7,Annual Leave,2023-05-17 11:01:19.578836,2023-05-20 11:01:19.578836,4,Completed,Management,Ceres Pack House,Permanent
7,Family Responsibility,2023-11-16 11:01:19.578836,2023-11-17 11:01:19.578836,2,Completed,Management,Ceres Pack House,Permanent
7,Family Responsibility,2024-04-18 11:01:19.578836,2024-04-20 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
7,Annual Leave,2023-07-21 11:01:19.578836,2023-07-23 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
7,Maternity/Paternity,2023-03-21 11:01:19.578836,2023-03-24 11:01:19.578836,4,Completed,Management,Ceres Pack House,Permanent
7,Annual Leave,2024-08-21 11:01:19.578836,2024-08-23 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
7,Sick Leave,2023-06-02 11:01:19.578836,2023-06-04 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
7,Annual Leave,2023-11-13 11:01:19.578836,2023-11-17 11:01:19.578836,5,Completed,Management,Ceres Pack House,Permanent
7,Family Responsibility,2023-11-13 11:01:19.578836,2023-11-15 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
8,Sick Leave,2024-05-27 11:01:19.578836,2024-05-27 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
8,Sick Leave,2023-05-05 11:01:19.578836,2023-05-05 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
8,Family Responsibility,2024-08-02 11:01:19.578836,2024-08-03 11:01:19.578836,2,Completed,Management,Citrusdal,Permanent
8,Annual Leave,2025-01-26 11:01:19.578836,2025-01-27 11:01:19.578836,2,Completed,Management,Citrusdal,Permanent
8,Annual Leave,2023-07-22 11:01:19.578836,2023-07-25 11:01:19.578836,4,Completed,Management,Citrusdal,Permanent
8,Family Responsibility,2025-02-05 11:01:19.578836,2025-02-05 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
8,Sick Leave,2024-03-14 11:01:19.578836,2024-03-16 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
8,Family Responsibility,2024-08-11 11:01:19.578836,2024-08-13 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
8,Family Responsibility,2024-03-06 11:01:19.578836,2024-03-07 11:01:19.578836,2,Completed,Management,Citrusdal,Permanent
8,Annual Leave,2024-11-16 11:01:19.578836,2024-11-18 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
9,Annual Leave,2023-11-20 11:01:19.578836,2023-11-23 11:01:19.578836,4,Completed,Management,Ceres,Permanent
9,Annual Leave,2024-06-13 11:01:19.578836,2024-06-15 11:01:19.578836,3,Completed,Management,Ceres,Permanent
9,Sick Leave,2025-01-01 11:01:19.578836,2025-01-02 11:01:19.578836,2,Completed,Management,Ceres,Permanent
9,Annual Leave,2024-10-04 11:01:19.578836,2024-10-06 11:01:19.578836,3,Completed,Management,Ceres,Permanent
9,Sick Leave,2024-06-30 11:01:19.578836,2024-07-02 11:01:19.578836,3,Completed,Management,Ceres,Permanent
9,Annual Leave,2024-09-18 11:01:19.578836,2024-09-20 11:01:19.578836,3,Completed,Management,Ceres,Permanent
9,Annual Leave,2023-11-19 11:01:19.578836,2023-11-19 11:01:19.578836,1,Completed,Management,Ceres,Permanent
9,Annual Leave,2024-01-22 11:01:19.578836,2024-01-23 11:01:19.578836,2,Completed,Management,Ceres,Permanent
9,Annual Leave,2024-08-13 11:01:19.578836,2024-08-14 11:01:19.578836,2,Completed,Management,Ceres,Permanent
9,Sick Leave,2024-01-19 11:01:19.578836,2024-01-21 11:01:19.578836,3,Completed,Management,Ceres,Permanent
10,Annual Leave,2023-12-28 11:01:19.578836,2023-12-28 11:01:19.578836,1,Completed,Management,Dullstroom,Permanent
10,Annual Leave,2024-10-01 11:01:19.578836,2024-10-01 11:01:19.578836,1,Completed,Management,Dullstroom,Permanent
10,Annual Leave,2025-01-08 11:01:19.578836,2025-01-08 11:01:19.578836,1,Completed,Management,Dullstroom,Permanent
10,Sick Leave,2024-06-17 11:01:19.578836,2024-06-17 11:01:19.578836,1,Completed,Management,Dullstroom,Permanent
10,Sick Leave,2025-01-09 11:01:19.578836,2025-01-11 11:01:19.578836,3,Completed,Management,Dullstroom,Permanent
10,Annual Leave,2024-08-24 11:01:19.578836,2024-08-25 11:01:19.578836,2,Completed,Management,Dullstroom,Permanent
10,Sick Leave,2024-11-03 11:01:19.578836,2024-11-04 11:01:19.578836,2,Completed,Management,Dullstroom,Permanent
10,Annual Leave,2025-02-27 11:01:19.578836,2025-03-02 11:01:19.578836,4,Completed,Management,Dullstroom,Permanent
10,Annual Leave,2023-07-25 11:01:19.578836,2023-07-25 11:01:19.578836,1,Completed,Management,Dullstroom,Permanent
10,Sick Leave,2023-08-01 11:01:19.578836,2023-08-03 11:01:19.578836,3,Completed,Management,Dullstroom,Permanent
11,Annual Leave,2024-09-02 11:01:19.578836,2024-09-06 11:01:19.578836,5,Completed,Management,Citrusdal Pack House,Permanent
11,Sick Leave,2023-03-28 11:01:19.578836,2023-03-28 11:01:19.578836,1,Completed,Management,Citrusdal Pack House,Permanent
11,Annual Leave,2023-05-20 11:01:19.578836,2023-05-24 11:01:19.578836,5,Completed,Management,Citrusdal Pack House,Permanent
11,Maternity/Paternity,2024-10-15 11:01:19.578836,2024-12-08 11:01:19.578836,55,Completed,Management,Citrusdal Pack House,Permanent
11,Annual Leave,2024-03-16 11:01:19.578836,2024-03-20 11:01:19.578836,5,Completed,Management,Citrusdal Pack House,Permanent
11,Annual Leave,2023-04-13 11:01:19.578836,2023-04-15 11:01:19.578836,3,Completed,Management,Citrusdal Pack House,Permanent
11,Family Responsibility,2024-03-02 11:01:19.578836,2024-03-04 11:01:19.578836,3,Completed,Management,Citrusdal Pack House,Permanent
11,Annual Leave,2024-06-24 11:01:19.578836,2024-06-24 11:01:19.578836,1,Completed,Management,Citrusdal Pack House,Permanent
11,Annual Leave,2024-12-07 11:01:19.578836,2024-12-08 11:01:19.578836,2,Completed,Management,Citrusdal Pack House,Permanent
11,Annual Leave,2024-12-08 11:01:19.578836,2024-12-08 11:01:19.578836,1,Completed,Management,Citrusdal Pack House,Permanent
12,Annual Leave,2024-06-25 11:01:19.578836,2024-06-27 11:01:19.578836,3,Completed,Management,Dullstroom,Permanent
12,Annual Leave,2024-01-18 11:01:19.578836,2024-01-21 11:01:19.578836,4,Completed,Management,Dullstroom,Permanent
12,Annual Leave,2024-03-09 11:01:19.578836,2024-03-09 11:01:19.578836,1,Completed,Management,Dullstroom,Permanent
12,Sick Leave,2023-05-09 11:01:19.578836,2023-05-09 11:01:19.578836,1,Completed,Management,Dullstroom,Permanent
12,Annual Leave,2023-07-05 11:01:19.578836,2023-07-06 11:01:19.578836,2,Completed,Management,Dullstroom,Permanent
12,Sick Leave,2024-08-24 11:01:19.578836,2024-08-24 11:01:19.578836,1,Completed,Management,Dullstroom,Permanent
12,Annual Leave,2024-10-07 11:01:19.578836,2024-10-11 11:01:19.578836,5,Completed,Management,Dullstroom,Permanent
12,Annual Leave,2023-12-14 11:01:19.578836,2023-12-15 11:01:19.578836,2,Completed,Management,Dullstroom,Permanent
12,Annual Leave,2023-03-17 11:01:19.578836,2023-03-20 11:01:19.578836,4,Completed,Management,Dullstroom,Permanent
12,Annual Leave,2024-06-22 11:01:19.578836,2024-06-22 11:01:19.578836,1,Completed,Management,Dullstroom,Permanent
13,Annual Leave,2023-04-07 11:01:19.578836,2023-04-08 11:01:19.578836,2,Completed,Management,Citrusdal Pack House,Permanent
13,Annual Leave,2024-09-19 11:01:19.578836,2024-09-20 11:01:19.578836,2,Completed,Management,Citrusdal Pack House,Permanent
13,Annual Leave,2023-04-19 11:01:19.578836,2023-04-22 11:01:19.578836,4,Completed,Management,Citrusdal Pack House,Permanent
13,Annual Leave,2023-09-26 11:01:19.578836,2023-09-30 11:01:19.578836,5,Completed,Management,Citrusdal Pack House,Permanent
13,Annual Leave,2023-10-24 11:01:19.578836,2023-10-28 11:01:19.578836,5,Completed,Management,Citrusdal Pack House,Permanent
13,Annual Leave,2024-01-05 11:01:19.578836,2024-01-07 11:01:19.578836,3,Completed,Management,Citrusdal Pack House,Permanent
13,Sick Leave,2023-12-26 11:01:19.578836,2023-12-27 11:01:19.578836,2,Completed,Management,Citrusdal Pack House,Permanent
13,Annual Leave,2024-11-12 11:01:19.578836,2024-11-12 11:01:19.578836,1,Completed,Management,Citrusdal Pack House,Permanent
13,Annual Leave,2024-06-02 11:01:19.578836,2024-06-02 11:01:19.578836,1,Completed,Management,Citrusdal Pack House,Permanent
13,Annual Leave,2024-08-25 11:01:19.578836,2024-08-25 11:01:19.578836,1,Completed,Management,Citrusdal Pack House,Permanent
14,Annual Leave,2024-11-25 11:01:19.578836,2024-11-27 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
14,Annual Leave,2024-12-17 11:01:19.578836,2024-12-19 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
14,Family Responsibility,2024-06-28 11:01:19.578836,2024-06-28 11:01:19.578836,1,Completed,Management,Ceres Pack House,Permanent
14,Sick Leave,2023-10-08 11:01:19.578836,2023-10-09 11:01:19.578836,2,Completed,Management,Ceres Pack House,Permanent
14,Sick Leave,2024-10-08 11:01:19.578836,2024-10-09 11:01:19.578836,2,Completed,Management,Ceres Pack House,Permanent
14,Sick Leave,2023-11-22 11:01:19.578836,2023-11-23 11:01:19.578836,2,Completed,Management,Ceres Pack House,Permanent
14,Annual Leave,2024-05-04 11:01:19.578836,2024-05-06 11:01:19.578836,3,Completed,Management,Ceres Pack House,Permanent
14,Annual Leave,2023-05-05 11:01:19.578836,2023-05-08 11:01:19.578836,4,Completed,Management,Ceres Pack House,Permanent
14,Sick Leave,2023-08-14 11:01:19.578836,2023-08-14 11:01:19.578836,1,Completed,Management,Ceres Pack House,Permanent
14,Annual Leave,2025-01-05 11:01:19.578836,2025-01-09 11:01:19.578836,5,Completed,Management,Ceres Pack House,Permanent
15,Annual Leave,2024-11-23 11:01:19.578836,2024-11-26 11:01:19.578836,4,Completed,Management,Citrusdal,Permanent
15,Sick Leave,2024-09-24 11:01:19.578836,2024-09-26 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
15,Sick Leave,2023-12-16 11:01:19.578836,2023-12-18 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
15,Annual Leave,2024-12-05 11:01:19.578836,2024-12-09 11:01:19.578836,5,Completed,Management,Citrusdal,Permanent
15,Annual Leave,2023-10-23 11:01:19.578836,2023-10-25 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
15,Sick Leave,2024-04-05 11:01:19.578836,2024-04-05 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
15,Sick Leave,2023-05-08 11:01:19.578836,2023-05-10 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
15,Sick Leave,2023-04-09 11:01:19.578836,2023-04-11 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
15,Unpaid Leave,2024-11-01 11:01:19.578836,2024-11-01 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
15,Annual Leave,2024-08-19 11:01:19.578836,2024-08-23 11:01:19.578836,5,Completed,Management,Citrusdal,Permanent
16,Annual Leave,2023-12-23 11:01:19.578836,2023-12-27 11:01:19.578836,5,Completed,Management,Upington,Permanent
16,Annual Leave,2024-06-30 11:01:19.578836,2024-07-03 11:01:19.578836,4,Completed,Management,Upington,Permanent
16,Annual Leave,2023-09-29 11:01:19.578836,2023-09-30 11:01:19.578836,2,Completed,Management,Upington,Permanent
16,Family Responsibility,2024-04-12 11:01:19.578836,2024-04-14 11:01:19.578836,3,Completed,Management,Upington,Permanent
16,Unpaid Leave,2023-10-20 11:01:19.578836,2023-10-21 11:01:19.578836,2,Completed,Management,Upington,Permanent
16,Annual Leave,2023-04-29 11:01:19.578836,2023-04-30 11:01:19.578836,2,Completed,Management,Upington,Permanent
16,Annual Leave,2024-08-01 11:01:19.578836,2024-08-04 11:01:19.578836,4,Completed,Management,Upington,Permanent
16,Annual Leave,2023-07-26 11:01:19.578836,2023-07-26 11:01:19.578836,1,Completed,Management,Upington,Permanent
16,Sick Leave,2023-09-21 11:01:19.578836,2023-09-21 11:01:19.578836,1,Completed,Management,Upington,Permanent
16,Annual Leave,2023-03-21 11:01:19.578836,2023-03-21 11:01:19.578836,1,Completed,Management,Upington,Permanent
17,Annual Leave,2023-12-21 11:01:19.578836,2023-12-21 11:01:19.578836,1,Completed,Management,Ceres,Permanent
17,Annual Leave,2024-01-26 11:01:19.578836,2024-01-27 11:01:19.578836,2,Completed,Management,Ceres,Permanent
17,Annual Leave,2024-07-06 11:01:19.578836,2024-07-07 11:01:19.578836,2,Completed,Management,Ceres,Permanent
17,Family Responsibility,2025-02-19 11:01:19.578836,2025-02-19 11:01:19.578836,1,Completed,Management,Ceres,Permanent
17,Annual Leave,2023-05-28 11:01:19.578836,2023-06-01 11:01:19.578836,5,Completed,Management,Ceres,Permanent
17,Annual Leave,2023-04-19 11:01:19.578836,2023-04-21 11:01:19.578836,3,Completed,Management,Ceres,Permanent
17,Annual Leave,2023-11-22 11:01:19.578836,2023-11-25 11:01:19.578836,4,Completed,Management,Ceres,Permanent
17,Annual Leave,2024-07-20 11:01:19.578836,2024-07-20 11:01:19.578836,1,Completed,Management,Ceres,Permanent
17,Sick Leave,2023-12-15 11:01:19.578836,2023-12-16 11:01:19.578836,2,Completed,Management,Ceres,Permanent
17,Annual Leave,2024-05-28 11:01:19.578836,2024-05-30 11:01:19.578836,3,Completed,Management,Ceres,Permanent
18,Annual Leave,2024-10-29 11:01:19.578836,2024-11-01 11:01:19.578836,4,Completed,Management,Graaff-Reinet,Permanent
18,Sick Leave,2024-03-28 11:01:19.578836,2024-03-30 11:01:19.578836,3,Completed,Management,Graaff-Reinet,Permanent
18,Annual Leave,2024-07-17 11:01:19.578836,2024-07-20 11:01:19.578836,4,Completed,Management,Graaff-Reinet,Permanent
18,Sick Leave,2024-10-07 11:01:19.578836,2024-10-09 11:01:19.578836,3,Completed,Management,Graaff-Reinet,Permanent
18,Annual Leave,2024-05-11 11:01:19.578836,2024-05-11 11:01:19.578836,1,Completed,Management,Graaff-Reinet,Permanent
18,Annual Leave,2023-10-05 11:01:19.578836,2023-10-06 11:01:19.578836,2,Completed,Management,Graaff-Reinet,Permanent
18,Sick Leave,2023-06-29 11:01:19.578836,2023-06-29 11:01:19.578836,1,Completed,Management,Graaff-Reinet,Permanent
18,Sick Leave,2023-09-24 11:01:19.578836,2023-09-26 11:01:19.578836,3,Completed,Management,Graaff-Reinet,Permanent
18,Annual Leave,2024-10-01 11:01:19.578836,2024-10-03 11:01:19.578836,3,Completed,Management,Graaff-Reinet,Permanent
18,Annual Leave,2023-08-10 11:01:19.578836,2023-08-10 11:01:19.578836,1,Completed,Management,Graaff-Reinet,Permanent
19,Annual Leave,2024-06-05 11:01:19.578836,2024-06-07 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
19,Annual Leave,2024-05-18 11:01:19.578836,2024-05-19 11:01:19.578836,2,Completed,Management,Citrusdal,Permanent
19,Annual Leave,2024-02-25 11:01:19.578836,2024-02-28 11:01:19.578836,4,Completed,Management,Citrusdal,Permanent
19,Sick Leave,2024-09-13 11:01:19.578836,2024-09-13 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
19,Annual Leave,2024-01-12 11:01:19.578836,2024-01-12 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
19,Annual Leave,2024-05-27 11:01:19.578836,2024-05-29 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
19,Annual Leave,2023-11-13 11:01:19.578836,2023-11-15 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
19,Annual Leave,2024-07-30 11:01:19.578836,2024-08-01 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
19,Sick Leave,2023-07-08 11:01:19.578836,2023-07-08 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
19,Annual Leave,2023-09-12 11:01:19.578836,2023-09-12 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
20,Annual Leave,2023-09-02 11:01:19.578836,2023-09-03 11:01:19.578836,2,Completed,Management,Upington,Permanent
20,Maternity/Paternity,2024-02-19 11:01:19.578836,2024-02-23 11:01:19.578836,5,Completed,Management,Upington,Permanent
20,Annual Leave,2024-03-14 11:01:19.578836,2024-03-15 11:01:19.578836,2,Completed,Management,Upington,Permanent
20,Annual Leave,2023-07-14 11:01:19.578836,2023-07-15 11:01:19.578836,2,Completed,Management,Upington,Permanent
20,Annual Leave,2023-11-22 11:01:19.578836,2023-11-22 11:01:19.578836,1,Completed,Management,Upington,Permanent
20,Maternity/Paternity,2024-01-13 11:01:19.578836,2024-01-19 11:01:19.578836,7,Completed,Management,Upington,Permanent
20,Unpaid Leave,2023-09-26 11:01:19.578836,2023-09-26 11:01:19.578836,1,Completed,Management,Upington,Permanent
20,Annual Leave,2023-07-22 11:01:19.578836,2023-07-23 11:01:19.578836,2,Completed,Management,Upington,Permanent
20,Annual Leave,2023-03-07 11:01:19.578836,2023-03-08 11:01:19.578836,2,Completed,Management,Upington,Permanent
20,Family Responsibility,2023-05-21 11:01:19.578836,2023-05-22 11:01:19.578836,2,Completed,Management,Upington,Permanent
21,Annual Leave,2025-01-03 11:01:19.578836,2025-01-07 11:01:19.578836,5,Completed,Management,Citrusdal,Permanent
21,Annual Leave,2023-06-13 11:01:19.578836,2023-06-15 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
21,Sick Leave,2023-04-23 11:01:19.578836,2023-04-24 11:01:19.578836,2,Completed,Management,Citrusdal,Permanent
21,Annual Leave,2023-04-22 11:01:19.578836,2023-04-23 11:01:19.578836,2,Completed,Management,Citrusdal,Permanent
21,Annual Leave,2024-03-28 11:01:19.578836,2024-03-29 11:01:19.578836,2,Completed,Management,Citrusdal,Permanent
21,Sick Leave,2023-05-04 11:01:19.578836,2023-05-04 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
21,Annual Leave,2024-04-08 11:01:19.578836,2024-04-11 11:01:19.578836,4,Completed,Management,Citrusdal,Permanent
21,Annual Leave,2023-12-28 11:01:19.578836,2023-12-30 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
21,Annual Leave,2024-01-15 11:01:19.578836,2024-01-16 11:01:19.578836,2,Completed,Management,Citrusdal,Permanent
21,Annual Leave,2024-03-14 11:01:19.578836,2024-03-14 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
22,Annual Leave,2024-07-01 11:01:19.578836,2024-07-02 11:01:19.578836,2,Completed,Management,Graaff-Reinet,Permanent
22,Annual Leave,2025-02-18 11:01:19.578836,2025-02-19 11:01:19.578836,2,Completed,Management,Graaff-Reinet,Permanent
22,Sick Leave,2024-04-18 11:01:19.578836,2024-04-20 11:01:19.578836,3,Completed,Management,Graaff-Reinet,Permanent
22,Family Responsibility,2023-12-07 11:01:19.578836,2023-12-09 11:01:19.578836,3,Completed,Management,Graaff-Reinet,Permanent
22,Annual Leave,2025-02-24 11:01:19.578836,2025-02-27 11:01:19.578836,4,Completed,Management,Graaff-Reinet,Permanent
22,Sick Leave,2024-11-11 11:01:19.578836,2024-11-12 11:01:19.578836,2,Completed,Management,Graaff-Reinet,Permanent
22,Sick Leave,2024-06-15 11:01:19.578836,2024-06-15 11:01:19.578836,1,Completed,Management,Graaff-Reinet,Permanent
22,Sick Leave,2023-12-22 11:01:19.578836,2023-12-23 11:01:19.578836,2,Completed,Management,Graaff-Reinet,Permanent
22,Annual Leave,2024-10-27 11:01:19.578836,2024-10-30 11:01:19.578836,4,Completed,Management,Graaff-Reinet,Permanent
22,Family Responsibility,2023-12-10 11:01:19.578836,2023-12-12 11:01:19.578836,3,Completed,Management,Graaff-Reinet,Permanent
23,Annual Leave,2024-01-04 11:01:19.578836,2024-01-06 11:01:19.578836,3,Completed,Management,Citrusdal Pack House,Permanent
