employee_id,month,base_salary,overtime_hours,overtime_pay,gross_pay,tax_deduction,benefits_deduction,net_pay,department,location,worker_type
31,2023-03,29749,0,0.0,29749.0,5354.82,1487.45,22906.73,Management,Citrusdal,Permanent
32,2023-03,23370,0,0.0,23370.0,4206.599999999999,1168.5,17994.9,Management,Ceres Pack House,Permanent
33,2023-03,26884,0,0.0,26884.0,4839.12,1344.2,20700.68,Management,Graaff-Reinet,Permanent
34,2023-03,33318,0,0.0,33318.0,5997.24,1665.9,25654.86,Management,Ceres Pack House,Permanent
35,2023-03,23869,0,0.0,23869.0,4296.42,1193.45,18379.13,Management,Graaff-Reinet,Permanent
36,2023-03,25591,0,0.0,25591.0,4606.38,1279.5500000000002,19705.07,Management,Dullstroom,Permanent
37,2023-03,27851,0,0.0,27851.0,5013.179999999999,1392.5500000000002,21445.27,Management,Ceres,Permanent
38,2023-03,23327,0,0.0,23327.0,4198.86,1166.3500000000001,17961.79,Management,Ceres Pack House,Permanent
39,2023-03,29787,0,0.0,29787.0,5361.66,1489.3500000000001,22935.99,Management,Ceres Pack House,Permanent
40,2023-03,18897,0,0.0,18897.0,3401.46,944.85,14550.69,Management,Ceres,Permanent
41,2023-03,29266,0,0.0,29266.0,5267.88,1463.3000000000002,22534.82,Management,Upington,Permanent
42,2023-03,33200,0,0.0,33200.0,5976.0,1660.0,25564.0,Management,Graaff-Reinet,Permanent
43,2023-03,34174,0,0.0,34174.0,6151.32,1708.7,26313.98,Management,Citrusdal Pack House,Permanent
44,2023-03,21849,0,0.0,21849.0,3932.8199999999997,1092.45,16823.73,Management,Dullstroom,Permanent
45,2023-03,20048,0,0.0,20048.0,3608.64,1002.4000000000001,15436.960000000001,Management,Ceres,Permanent
46,2023-03,25458,0,0.0,25458.0,4582.44,1272.9,19602.66,Management,Upington,Permanent
47,2023-03,37515,0,0.0,37515.0,6752.7,1875.75,28886.55,Management,Graaff-Reinet,Permanent
48,2023-03,37768,0,0.0,37768.0,6798.24,1888.4,29081.36,Management,Ceres,Permanent
49,2023-03,32597,0,0.0,32597.0,5867.46,1629.8500000000001,25099.690000000002,Management,Upington,Permanent
50,2023-03,33221,0,0.0,33221.0,5979.78,1661.0500000000002,25580.170000000002,Management,Citrusdal,Permanent
56,2023-03,6402,0,0.0,6402.0,1152.36,320.1,4929.54,Cattle Farming,Dullstroom,Permanent
59,2023-03,8811,13,1073.840625,9884.840625,1779.2713125,440.55,7665.0193125000005,Pack House Operations,Citrusdal Pack House,Permanent
61,2023-03,13291,0,0.0,13291.0,2392.38,664.5500000000001,10234.07,Pack House Operations,Ceres Pack House,Permanent
62,2023-03,12363,0,0.0,12363.0,2225.3399999999997,618.1500000000001,9519.51,Logistics,Graaff-Reinet,Permanent
65,2023-03,7110,0,0.0,7110.0,1279.8,355.5,5474.7,Pack House Operations,Citrusdal Pack House,Permanent
66,2023-03,10223,0,0.0,10223.0,1840.1399999999999,511.15000000000003,7871.710000000001,Logistics,Ceres Pack House,Permanent
68,2023-03,4765,4,178.6875,4943.6875,889.86375,238.25,3815.57375,Grape Production,Upington,Permanent
77,2023-03,16737,0,0.0,16737.0,3012.66,836.85,12887.49,Logistics,Citrusdal Pack House,Permanent
78,2023-03,8839,9,745.790625,9584.790625,1725.2623124999998,441.95000000000005,7417.5783125,Citrus Production,Ceres,Permanent
79,2023-03,13104,3,368.55,13472.55,2425.0589999999997,655.2,10392.291,Citrus Production,Citrusdal,Permanent
84,2023-03,19019,0,0.0,19019.0,3423.42,950.95,14644.63,Logistics,Graaff-Reinet,Permanent
86,2023-03,4732,0,0.0,4732.0,851.76,236.60000000000002,3643.64,Administration,Ceres Pack House,Permanent
87,2023-03,9239,26,2252.00625,11491.00625,2068.381125,461.95000000000005,8960.675125,Citrus Production,Ceres,Permanent
88,2023-03,6668,0,0.0,6668.0,1200.24,333.40000000000003,5134.360000000001,Logistics,Ceres,Permanent
89,2023-03,45223,0,0.0,45223.0,8140.139999999999,2261.15,34821.71,Administration,Citrusdal,Permanent
90,2023-03,17107,5,801.890625,17908.890625,3223.6003124999997,855.35,13829.9403125,Citrus Production,Ceres,Permanent
91,2023-03,5424,0,0.0,5424.0,976.3199999999999,271.2,4176.4800000000005,Logistics,Ceres Pack House,Permanent
92,2023-03,3795,0,0.0,3795.0,683.1,189.75,2922.15,Cattle Farming,Dullstroom,Permanent
93,2023-03,11093,0,0.0,11093.0,1996.74,554.65,8541.61,Grape Production,Upington,Permanent
94,2023-03,5665,0,0.0,5665.0,1019.6999999999999,283.25,4362.05,Administration,Citrusdal,Contract
95,2023-03,5732,24,1289.7,7021.7,1263.906,286.6,5471.1939999999995,Citrus Production,Ceres,Permanent
96,2023-03,6803,2,127.55624999999999,6930.55625,1247.5001249999998,340.15000000000003,5342.906125,Maize Production,Graaff-Reinet,Contract
97,2023-03,9596,0,0.0,9596.0,1727.28,479.8,7388.92,Logistics,Ceres Pack House,Permanent
99,2023-03,5053,0,0.0,5053.0,909.54,252.65,3890.81,Maintenance,Upington,Permanent
101,2023-03,6034,1,56.568749999999994,6090.56875,1096.302375,301.7,4692.566375,Maize Production,Graaff-Reinet,Permanent
103,2023-03,6268,0,0.0,6268.0,1128.24,313.40000000000003,4826.360000000001,Cattle Farming,Dullstroom,Permanent
106,2023-03,6090,0,0.0,6090.0,1096.2,304.5,4689.3,Logistics,Upington,Permanent
108,2023-03,7002,0,0.0,7002.0,1260.36,350.1,5391.54,Logistics,Ceres,Permanent
110,2023-03,4993,4,187.2375,5180.2375,932.44275,249.65,3998.14475,Citrus Production,Citrusdal,Contract
112,2023-03,6279,0,0.0,6279.0,1130.22,313.95000000000005,4834.83,Administration,Graaff-Reinet,Permanent
114,2023-03,9639,0,0.0,9639.0,1735.02,481.95000000000005,7422.03,Maintenance,Dullstroom,Permanent
117,2023-03,17370,1,162.84375,17532.84375,3155.911875,868.5,13508.431875,Pack House Operations,Ceres Pack House,Permanent
119,2023-03,5552,0,0.0,5552.0,999.36,277.6,4275.04,Maintenance,Citrusdal Pack House,Contract
121,2023-03,13026,0,0.0,13026.0,2344.68,651.3000000000001,10030.02,Grape Production,Upington,Permanent
123,2023-03,11663,0,0.0,11663.0,2099.34,583.15,8980.51,Maintenance,Upington,Permanent
127,2023-03,12521,0,0.0,12521.0,2253.7799999999997,626.0500000000001,9641.170000000002,Maintenance,Ceres Pack House,Permanent
129,2023-03,5364,0,0.0,5364.0,965.52,268.2,4130.28,Administration,Citrusdal Pack House,Permanent
132,2023-03,17873,0,0.0,17873.0,3217.14,893.6500000000001,13762.210000000001,Maintenance,Dullstroom,Permanent
135,2023-03,8583,0,0.0,8583.0,1544.94,429.15000000000003,6608.91,Logistics,Ceres Pack House,Permanent
138,2023-03,5597,0,0.0,5597.0,1007.4599999999999,279.85,4309.69,Administration,Ceres Pack House,Contract
140,2023-03,7356,0,0.0,7356.0,1324.08,367.8,5664.12,Logistics,Citrusdal Pack House,Permanent
142,2023-03,10519,0,0.0,10519.0,1893.4199999999998,525.95,8099.63,Citrus Production,Ceres,Permanent
145,2023-03,5606,0,0.0,5606.0,1009.0799999999999,280.3,4316.62,Logistics,Ceres Pack House,Permanent
147,2023-03,6973,0,0.0,6973.0,1255.1399999999999,348.65000000000003,5369.210000000001,Logistics,Graaff-Reinet,Permanent
158,2023-03,4993,0,0.0,4993.0,898.74,249.65,3844.61,Administration,Citrusdal,Permanent
160,2023-03,6766,2,126.86250000000001,6892.8625,1240.71525,338.3,5313.84725,Maize Production,Graaff-Reinet,Permanent
161,2023-03,5534,9,466.93125,6000.93125,1080.1676249999998,276.7,4644.063625,Grape Production,Upington,Permanent
163,2023-03,6091,0,0.0,6091.0,1096.3799999999999,304.55,4690.07,Administration,Ceres Pack House,Permanent
164,2023-03,5345,4,200.4375,5545.4375,998.1787499999999,267.25,4280.00875,Citrus Production,Ceres,Permanent
166,2023-03,7216,0,0.0,7216.0,1298.8799999999999,360.8,5556.32,Cattle Farming,Dullstroom,Permanent
169,2023-03,5611,0,0.0,5611.0,1009.98,280.55,4320.47,Administration,Dullstroom,Contract
172,2023-03,10622,0,0.0,10622.0,1911.96,531.1,8178.9400000000005,Cattle Farming,Dullstroom,Permanent
174,2023-03,6589,0,0.0,6589.0,1186.02,329.45000000000005,5073.53,Maintenance,Citrusdal,Permanent
175,2023-03,15291,35,5017.359375,20308.359375,3655.5046875,764.5500000000001,15888.3046875,Pack House Operations,Ceres,Permanent
176,2023-03,4145,0,0.0,4145.0,746.1,207.25,3191.65,Maintenance,Citrusdal,Permanent
180,2023-03,7422,0,0.0,7422.0,1335.96,371.1,5714.94,Administration,Dullstroom,Permanent
182,2023-03,4847,0,0.0,4847.0,872.4599999999999,242.35000000000002,3732.19,Administration,Citrusdal,Permanent
183,2023-03,18245,0,0.0,18245.0,3284.1,912.25,14048.65,Logistics,Graaff-Reinet,Permanent
186,2023-03,16046,0,0.0,16046.0,2888.2799999999997,802.3000000000001,12355.420000000002,Logistics,Citrusdal,Permanent
188,2023-03,14065,1,131.859375,14196.859375,2555.4346875,703.25,10938.174687499999,Citrus Production,Citrusdal,Permanent
193,2023-03,6535,0,0.0,6535.0,1176.3,326.75,5031.95,Logistics,Upington,Permanent
201,2023-03,13469,0,0.0,13469.0,2424.42,673.45,10371.13,Logistics,Ceres,Permanent
203,2023-03,30543,0,0.0,30543.0,5497.74,1527.15,23518.11,Administration,Ceres,Permanent
207,2023-03,4500,1,42.1875,4542.1875,817.59375,225.0,3499.59375,Pack House Operations,Ceres,Permanent
208,2023-03,8110,0,0.0,8110.0,1459.8,405.5,6244.7,Logistics,Citrusdal,Permanent
211,2023-03,7039,0,0.0,7039.0,1267.02,351.95000000000005,5420.03,Administration,Graaff-Reinet,Permanent
213,2023-03,6968,0,0.0,6968.0,1254.24,348.40000000000003,5365.360000000001,Administration,Citrusdal,Permanent
220,2023-03,14085,0,0.0,14085.0,2535.2999999999997,704.25,10845.45,Maintenance,Citrusdal,Permanent
222,2023-03,5317,0,0.0,5317.0,957.06,265.85,4094.0900000000006,Logistics,Upington,Permanent
227,2023-03,14266,0,0.0,14266.0,2567.88,713.3000000000001,10984.82,Maintenance,Graaff-Reinet,Permanent
228,2023-03,13350,0,0.0,13350.0,2403.0,667.5,10279.5,Pack House Operations,Ceres,Permanent
229,2023-03,16675,0,0.0,16675.0,3001.5,833.75,12839.75,Logistics,Ceres Pack House,Permanent
230,2023-03,12631,0,0.0,12631.0,2273.58,631.5500000000001,9725.87,Logistics,Ceres,Contract
232,2023-03,6235,0,0.0,6235.0,1122.3,311.75,4800.95,Administration,Ceres,Permanent
235,2023-03,5965,0,0.0,5965.0,1073.7,298.25,4593.05,Administration,Ceres Pack House,Permanent
237,2023-03,5288,0,0.0,5288.0,951.8399999999999,264.40000000000003,4071.7599999999998,Citrus Production,Citrusdal,Permanent
238,2023-03,7355,0,0.0,7355.0,1323.8999999999999,367.75,5663.35,Maintenance,Ceres Pack House,Permanent
245,2023-03,10210,1,95.71875,10305.71875,1855.0293749999998,510.5,7940.189375,Pack House Operations,Ceres Pack House,Permanent
249,2023-03,4626,0,0.0,4626.0,832.68,231.3,3562.02,Maintenance,Upington,Permanent
250,2023-03,6332,0,0.0,6332.0,1139.76,316.6,4875.639999999999,Logistics,Citrusdal Pack House,Permanent
251,2023-03,5445,0,0.0,5445.0,980.0999999999999,272.25,4192.65,Administration,Graaff-Reinet,Permanent
253,2023-03,7383,7,484.509375,7867.509375,1416.1516875,369.15000000000003,6082.2076875,Citrus Production,Citrusdal,Permanent
255,2023-03,42547,0,0.0,42547.0,7658.46,2127.35,32761.190000000002,Administration,Dullstroom,Permanent
256,2023-03,4526,11,466.74375000000003,4992.74375,898.6938749999999,226.3,3867.7498749999995,Pack House Operations,Ceres Pack House,Permanent
257,2023-03,4556,18,768.825,5324.825,958.4685,227.8,4138.5565,Citrus Production,Citrusdal,Contract
259,2023-03,4142,1,38.83125,4180.83125,752.549625,207.10000000000002,3221.181625,Grape Production,Upington,Contract
262,2023-03,5652,0,0.0,5652.0,1017.36,282.6,4352.04,Maintenance,Dullstroom,Permanent
263,2023-03,6741,10,631.96875,7372.96875,1327.1343749999999,337.05,5708.784375,Pack House Operations,Citrusdal Pack House,Permanent
265,2023-03,6045,0,0.0,6045.0,1088.1,302.25,4654.65,Logistics,Ceres Pack House,Permanent
266,2023-03,5118,0,0.0,5118.0,921.24,255.9,3940.86,Maintenance,Citrusdal Pack House,Permanent
267,2023-03,8180,1,76.6875,8256.6875,1486.20375,409.0,6361.48375,Pack House Operations,Ceres Pack House,Contract
268,2023-03,5178,0,0.0,5178.0,932.04,258.90000000000003,3987.06,Logistics,Citrusdal,Permanent
272,2023-03,11072,0,0.0,11072.0,1992.96,553.6,8525.44,Grape Production,Upington,Permanent
273,2023-03,6301,0,0.0,6301.0,1134.18,315.05,4851.7699999999995,Logistics,Upington,Permanent
275,2023-03,6441,0,0.0,6441.0,1159.3799999999999,322.05,4959.57,Maintenance,Dullstroom,Permanent
276,2023-03,5377,10,504.09375,5881.09375,1058.596875,268.85,4553.646874999999,Pack House Operations,Citrusdal Pack House,Permanent
279,2023-03,6948,5,325.6875,7273.6875,1309.2637499999998,347.40000000000003,5617.02375,Grape Production,Upington,Permanent
281,2023-03,5735,0,0.0,5735.0,1032.3,286.75,4415.95,Logistics,Citrusdal,Permanent
283,2023-03,3953,0,0.0,3953.0,711.54,197.65,3043.81,Administration,Citrusdal Pack House,Permanent
285,2023-03,11333,0,0.0,11333.0,2039.9399999999998,566.65,8726.41,Cattle Farming,Dullstroom,Permanent
290,2023-03,14718,0,0.0,14718.0,2649.24,735.9000000000001,11332.86,Maintenance,Upington,Permanent
293,2023-03,3729,0,0.0,3729.0,671.22,186.45000000000002,2871.33,Citrus Production,Citrusdal,Contract
294,2023-03,34706,0,0.0,34706.0,6247.08,1735.3000000000002,26723.62,Administration,Graaff-Reinet,Permanent
295,2023-03,7059,0,0.0,7059.0,1270.62,352.95000000000005,5435.43,Administration,Graaff-Reinet,Permanent
296,2023-03,5453,0,0.0,5453.0,981.54,272.65000000000003,4198.81,Maintenance,Dullstroom,Permanent
298,2023-03,9324,2,174.825,9498.825,1709.7885,466.20000000000005,7322.8365,Citrus Production,Citrusdal,Permanent
299,2023-03,10127,1,94.94062500000001,10221.940625,1839.9493125,506.35,7875.641312499998,Pack House Operations,Ceres,Permanent
301,2023-03,10664,0,0.0,10664.0,1919.52,533.2,8211.279999999999,Cattle Farming,Dullstroom,Permanent
303,2023-03,42746,0,0.0,42746.0,7694.28,2137.3,32914.42,Administration,Dullstroom,Permanent
307,2023-03,3945,6,221.90625,4166.90625,750.0431249999999,197.25,3219.613125,Citrus Production,Citrusdal,Contract
309,2023-03,6345,0,0.0,6345.0,1142.1,317.25,4885.65,Administration,Citrusdal,Permanent
314,2023-03,3890,0,0.0,3890.0,700.1999999999999,194.5,2995.3,Maintenance,Dullstroom,Contract
315,2023-03,5317,0,0.0,5317.0,957.06,265.85,4094.0900000000006,Maintenance,Upington,Permanent
317,2023-03,6739,0,0.0,6739.0,1213.02,336.95000000000005,5189.03,Logistics,Upington,Permanent
318,2023-03,5292,0,0.0,5292.0,952.56,264.6,4074.8400000000006,Maintenance,Ceres,Permanent
320,2023-03,5441,0,0.0,5441.0,979.38,272.05,4189.57,Maintenance,Dullstroom,Permanent
321,2023-03,7312,0,0.0,7312.0,1316.1599999999999,365.6,5630.24,Cattle Farming,Dullstroom,Permanent
322,2023-03,14872,3,418.27500000000003,15290.275,2752.2495,743.6,11794.4255,Maize Production,Graaff-Reinet,Permanent
327,2023-03,8059,0,0.0,8059.0,1450.62,402.95000000000005,6205.43,Logistics,Upington,Permanent
328,2023-03,9593,0,0.0,9593.0,1726.74,479.65000000000003,7386.610000000001,Logistics,Ceres Pack House,Permanent
330,2023-03,7145,0,0.0,7145.0,1286.1,357.25,5501.65,Logistics,Citrusdal,Permanent
332,2023-03,3849,0,0.0,3849.0,692.8199999999999,192.45000000000002,2963.7300000000005,Maintenance,Upington,Permanent
333,2023-03,15482,22,3193.1625000000004,18675.1625,3361.5292499999996,774.1,14539.533249999999,Grape Production,Upington,Permanent
334,2023-03,7582,0,0.0,7582.0,1364.76,379.1,5838.139999999999,Administration,Ceres,Permanent
336,2023-03,7053,0,0.0,7053.0,1269.54,352.65000000000003,5430.81,Logistics,Citrusdal,Permanent
340,2023-03,14457,0,0.0,14457.0,2602.2599999999998,722.85,11131.89,Cattle Farming,Dullstroom,Permanent
343,2023-03,6954,0,0.0,6954.0,1251.72,347.70000000000005,5354.58,Administration,Ceres Pack House,Permanent
354,2023-03,4559,0,0.0,4559.0,820.62,227.95000000000002,3510.4300000000003,Administration,Dullstroom,Permanent
355,2023-03,6985,0,0.0,6985.0,1257.3,349.25,5378.45,Logistics,Citrusdal,Permanent
356,2023-03,6022,0,0.0,6022.0,1083.96,301.1,4636.94,Maintenance,Ceres,Permanent
357,2023-03,13114,0,0.0,13114.0,2360.52,655.7,10097.779999999999,Pack House Operations,Ceres Pack House,Permanent
360,2023-03,11080,0,0.0,11080.0,1994.3999999999999,554.0,8531.6,Logistics,Graaff-Reinet,Permanent
363,2023-03,5077,0,0.0,5077.0,913.86,253.85000000000002,3909.2900000000004,Logistics,Citrusdal Pack House,Permanent
366,2023-03,4237,0,0.0,4237.0,762.66,211.85000000000002,3262.4900000000002,Administration,Ceres Pack House,Contract
367,2023-03,13522,0,0.0,13522.0,2433.96,676.1,10411.94,Maintenance,Citrusdal Pack House,Permanent
368,2023-03,4942,0,0.0,4942.0,889.56,247.10000000000002,3805.34,Maintenance,Citrusdal,Permanent
372,2023-03,12040,0,0.0,12040.0,2167.2,602.0,9270.8,Maintenance,Upington,Permanent
373,2023-03,15318,0,0.0,15318.0,2757.24,765.9000000000001,11794.86,Logistics,Ceres Pack House,Permanent
375,2023-03,4535,0,0.0,4535.0,816.3,226.75,3491.95,Maintenance,Upington,Contract
377,2023-03,25922,0,0.0,25922.0,4665.96,1296.1000000000001,19959.940000000002,Administration,Graaff-Reinet,Permanent
384,2023-03,36749,0,0.0,36749.0,6614.82,1837.45,28296.73,Administration,Graaff-Reinet,Permanent
385,2023-03,12392,0,0.0,12392.0,2230.56,619.6,9541.84,Maintenance,Graaff-Reinet,Permanent
388,2023-03,7452,0,0.0,7452.0,1341.36,372.6,5738.04,Administration,Ceres,Permanent
389,2023-03,6164,0,0.0,6164.0,1109.52,308.20000000000005,4746.28,Administration,Graaff-Reinet,Permanent
398,2023-03,8758,2,164.21249999999998,8922.2125,1605.9982499999999,437.90000000000003,6878.31425,Citrus Production,Citrusdal,Permanent
401,2023-03,4911,0,0.0,4911.0,883.98,245.55,3781.47,Maintenance,Dullstroom,Permanent
402,2023-03,7461,0,0.0,7461.0,1342.98,373.05,5744.97,Cattle Farming,Dullstroom,Permanent
406,2023-03,12933,3,363.74062499999997,13296.740625,2393.4133125,646.6500000000001,10256.677312500002,Pack House Operations,Citrusdal Pack House,Permanent
407,2023-03,13806,3,388.29374999999993,14194.29375,2554.972875,690.3000000000001,10949.020875000002,Pack House Operations,Citrusdal Pack House,Contract
408,2023-03,8665,0,0.0,8665.0,1559.7,433.25,6672.05,Maintenance,Citrusdal,Permanent
409,2023-03,5628,0,0.0,5628.0,1013.04,281.40000000000003,4333.56,Administration,Upington,Permanent
410,2023-03,4666,0,0.0,4666.0,839.88,233.3,3592.8199999999997,Maintenance,Ceres,Permanent
411,2023-03,6548,0,0.0,6548.0,1178.6399999999999,327.40000000000003,5041.960000000001,Logistics,Citrusdal Pack House,Permanent
413,2023-03,9239,0,0.0,9239.0,1663.02,461.95000000000005,7114.03,Cattle Farming,Dullstroom,Permanent
414,2023-03,9154,1,85.81875,9239.81875,1663.167375,457.70000000000005,7118.951375000001,Pack House Operations,Ceres Pack House,Permanent
416,2023-03,6667,0,0.0,6667.0,1200.06,333.35,5133.59,Logistics,Upington,Permanent
417,2023-03,3756,0,0.0,3756.0,676.0799999999999,187.8,2892.12,Maintenance,Citrusdal Pack House,Permanent
418,2023-03,10818,0,0.0,10818.0,1947.24,540.9,8329.86,Maintenance,Citrusdal Pack House,Permanent
420,2023-03,6510,0,0.0,6510.0,1171.8,325.5,5012.7,Logistics,Upington,Permanent
424,2023-03,5793,0,0.0,5793.0,1042.74,289.65000000000003,4460.610000000001,Logistics,Citrusdal Pack House,Contract
431,2023-03,5245,0,0.0,5245.0,944.0999999999999,262.25,4038.6499999999996,Logistics,Upington,Contract
437,2023-03,14443,0,0.0,14443.0,2599.74,722.1500000000001,11121.11,Logistics,Upington,Permanent
438,2023-03,11041,0,0.0,11041.0,1987.3799999999999,552.0500000000001,8501.570000000002,Cattle Farming,Dullstroom,Permanent
439,2023-03,15960,0,0.0,15960.0,2872.7999999999997,798.0,12289.2,Maintenance,Dullstroom,Permanent
440,2023-03,5280,0,0.0,5280.0,950.4,264.0,4065.6000000000004,Cattle Farming,Dullstroom,Permanent
443,2023-03,6627,0,0.0,6627.0,1192.86,331.35,5102.79,Logistics,Citrusdal,Permanent
445,2023-03,9876,0,0.0,9876.0,1777.6799999999998,493.8,7604.5199999999995,Maintenance,Upington,Permanent
450,2023-03,32246,0,0.0,32246.0,5804.28,1612.3000000000002,24829.420000000002,Administration,Graaff-Reinet,Permanent
451,2023-03,6268,0,0.0,6268.0,1128.24,313.40000000000003,4826.360000000001,Administration,Graaff-Reinet,Permanent
452,2023-03,6452,0,0.0,6452.0,1161.36,322.6,4968.04,Maintenance,Dullstroom,Permanent
455,2023-03,6828,0,0.0,6828.0,1229.04,341.40000000000003,5257.56,Logistics,Ceres,Permanent
457,2023-03,41015,0,0.0,41015.0,7382.7,2050.75,31581.550000000003,Administration,Graaff-Reinet,Permanent
460,2023-03,8941,0,0.0,8941.0,1609.3799999999999,447.05,6884.57,Logistics,Upington,Permanent
461,2023-03,3742,0,0.0,3742.0,673.56,187.10000000000002,2881.34,Administration,Citrusdal Pack House,Permanent
462,2023-03,15312,0,0.0,15312.0,2756.16,765.6,11790.24,Maintenance,Upington,Permanent
464,2023-03,13521,0,0.0,13521.0,2433.7799999999997,676.0500000000001,10411.170000000002,Maintenance,Dullstroom,Permanent
465,2023-03,11424,0,0.0,11424.0,2056.3199999999997,571.2,8796.48,Logistics,Graaff-Reinet,Permanent
466,2023-03,11834,0,0.0,11834.0,2130.12,591.7,9112.18,Maintenance,Dullstroom,Contract
469,2023-03,40532,0,0.0,40532.0,7295.759999999999,2026.6000000000001,31209.64,Administration,Citrusdal,Permanent
470,2023-03,12097,0,0.0,12097.0,2177.46,604.85,9314.69,Maintenance,Dullstroom,Permanent
472,2023-03,15882,6,893.3625000000001,16775.3625,3019.5652499999997,794.1,12961.69725,Pack House Operations,Ceres,Permanent
475,2023-03,5725,10,536.71875,6261.71875,1127.109375,286.25,4848.359375,Pack House Operations,Ceres,Contract
476,2023-03,18199,0,0.0,18199.0,3275.8199999999997,909.95,14013.23,Administration,Upington,Contract
482,2023-03,5470,13,666.65625,6136.65625,1104.598125,273.5,4758.558125,Grape Production,Upington,Permanent
485,2023-03,6062,0,0.0,6062.0,1091.1599999999999,303.1,4667.74,Administration,Upington,Permanent
486,2023-03,12649,0,0.0,12649.0,2276.8199999999997,632.45,9739.73,Logistics,Citrusdal,Contract
489,2023-03,15001,0,0.0,15001.0,2700.18,750.0500000000001,11550.77,Logistics,Citrusdal Pack House,Permanent
490,2023-03,11320,8,849.0,12169.0,2190.42,566.0,9412.58,Citrus Production,Citrusdal,Permanent
492,2023-03,16940,0,0.0,16940.0,3049.2,847.0,13043.8,Logistics,Ceres Pack House,Permanent
494,2023-03,32294,0,0.0,32294.0,5812.92,1614.7,24866.38,Administration,Upington,Permanent
495,2023-03,6408,0,0.0,6408.0,1153.44,320.40000000000003,4934.16,Administration,Ceres Pack House,Permanent
499,2023-03,6769,0,0.0,6769.0,1218.4199999999998,338.45000000000005,5212.13,Logistics,Ceres,Permanent
505,2023-03,4689,0,0.0,4689.0,844.02,234.45000000000002,3610.53,Administration,Graaff-Reinet,Permanent
507,2023-03,8637,0,0.0,8637.0,1554.6599999999999,431.85,6650.49,Logistics,Citrusdal Pack House,Permanent
508,2023-03,13589,0,0.0,13589.0,2446.02,679.45,10463.529999999999,Cattle Farming,Dullstroom,Permanent
